State,County,Date,Raw Description,Information type,Mitigation type,Note,UserID,Source
New York,,4/16/2020,"he Governor issued an executive order that, among other things, allows health professionals in good standing in any province or territory of Canada to practice in New York without civil or criminal penalty related to lack of licensure.",government,other,Canadian doctors allowed to practive in New York,LB10,https://www.nga.org/coronavirus/
New York,,4/16/2020," The Governor outlined a blueprint to unpause New York, getting people back to work and easing social distancing policies without triggering renewed spread of the virus. The plan lays out four key steps: First – continue control the rate of infection and embracing the “do no harm” principle; Second – continuing the surge and flex strategy to ensure anyone who needs medical attention gets it, while continuing to share resources amongst states and localities; Third – ramping up a massive testing and contact tracing operation; and, Fourth – phasing into a “new normal.”",government,other,outline released on starting to ease restrictions,LB10,https://www.nga.org/coronavirus/
North Carolina,,3/3/2020,"Governor Roy Cooper announced the state's first confirmed case: a person who had traveled to Washington and was ""exposed at a long term care facility."" They were in stable condition and in isolation at their home.",other,other,First Case,xj60,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_North_Carolina
North Carolina,Duke University,3/5/2020,"March 5: Duke mandates quarantine for travel to certain countries, East House to be used as isolation site",other,movement restriction,,BR30,https://www.dukechronicle.com/article/2020/03/timeline-coronavirus-affected-duke-university-north-carolina-covid19
North Carolina,,3/10/2020,"Gov. Roy Cooper declared a state of emergency in North Carolina on Tuesday to respond to COVID-19, the novel coronavirus spreading around the world and across the country.",government,state of emergency,,BR30,https://www.northcarolinahealthnews.org/2020/03/10/after-more-covid-19-cases-reported-nc-declares-state-of-emergency/
North Carolina,,3/11/2020,University of North Carolina system announced that it would suspend in-person classes on March 20.,other,school closing,,xj60,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_North_Carolina
North Carolina,Duke University,3/12/2020,"March 12: Duke suspends all athletic activities, ‘residential activities’ canceled, March Madness canceled",other,other,athletics cancelled,BR30,https://www.dukechronicle.com/article/2020/03/timeline-coronavirus-affected-duke-university-north-carolina-covid20
North Carolina,,3/12/2020,organizers called off the 73rd annual North Carolina Azalea Festival,other,events cancelled,NC Azalea Festival cancelled,dm33,https://www.wect.com/2020/03/13/wilmingtons-azalea-festival-cancelled/
North Carolina,,3/13/2020,Charlotte Hornets - NBA has suspended all games until further notice,other,events cancelled,Hornets' games cancelled,dm33,https://www.wsoctv.com/news/local/heres-list-ncsc-events-canceled-or-postponed-due-coronavirus-concerns/DYYD6HCIKFADHDPLDBKVGIVCC4/
North Carolina,Duke University,3/13/2020,"March 13: Duke cancels class for remainder of the semester, Fuqua School of Business students test positive, Duke Puppy Kindergarten closes early, no Class of 2024 Robertson Scholars",other,other,classes cancelled for remainder of semester,BR30,https://www.dukechronicle.com/article/2020/03/timeline-coronavirus-affected-duke-university-north-carolina-covid21
North Carolina,,3/13/2020,The state court system will postpone many of its hearings for 30-days starting Monday. So you probably should call to see if you still have jury duty if you got a notice.,government,public services reduction,,BR30,https://www.northcarolinahealthnews.org/2020/03/13/coronavirus-today-friday-march-13/
North Carolina,,3/14/2020,"Gov. Roy Cooper announced today that all North Carolina K-12 schools will close for at least two weeks starting Monday in an attempt to contain the spread of the novel coronavirus, COVID-19. The announcement came on the heels of news that a Wake County Public Schools teacher had tested positive for the virus.",government,public services reduction,,BR30,https://www.northcarolinahealthnews.org/2020/03/14/coronavirus-today-saturday-march-14-cooper-closes-schools-for-two-weeks/
North Carolina,,3/14/2020,Governor Cooper bans events of 100 people or more be postponed or cancelled,government,other,request that events of more than 100 people be postponed or cancelled,"dm33, xj60",https://www.newsobserver.com/news/politics-government/article241199286.html
North Carolina,Mecklenburg,3/15/2020,Mecklenburg County declared a state of emergency.,other,state of emergency,,xj60,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_North_Carolina
North Carolina,,3/16/2020,"The N.C. Department of Public Safety has suspended all inmate visitation for 30 days, starting Monday, March 16. However, state officials said there are no confirmed COVID-19 cases in the correctional system at this time.",government,public services reduction,,BR30,https://www.northcarolinahealthnews.org/2020/03/16/coronavirus-today-monday-march-16/
North Carolina,,3/17/2020,Governor Cooper ordered all of the state's bars and restaurants to suspend dine-in service.,government,non-essential closing,,xj60,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_North_Carolina
North Carolina,,3/17/2020,Child feeding programs start,government,new public services,,BR30,https://www.northcarolinahealthnews.org/2020/03/17/coronavirus-today-tuesday-march-17-restaurants-and-bars-closed/
North Carolina,,3/17/2020,Several hospital systems around the state canceling scheduled or elective surgeries,other,,,BR30,https://www.northcarolinahealthnews.org/2020/03/17/coronavirus-today-tuesday-march-17-restaurants-and-bars-closed/
North Carolina,Dare County,3/17/2020,OBX closed off,government,movement restriction,border closed,BR30,https://www.northcarolinahealthnews.org/2020/03/17/coronavirus-today-tuesday-march-17-restaurants-and-bars-closed/
North Carolina,Charlotte,3/18/2020,Charlotte immigration court closes,government,public services reduction,,BR30,https://www.northcarolinahealthnews.org/2020/03/18/coronavirus-today-march-18/
North Carolina,,3/19/2020,"In order to address the economic fallout from the pandemic, the North Carolina government extended the deadline for paying taxes to July 15, the same extension that the IRS made for federal taxes.",government,other,tax filing extension,dm33,https://www.heraldsun.com/news/coronavirus/article241317336.html
North Carolina,,3/20/2020,The National Guard was activated to assist in logistics and transportation of medical supplies.,government,other,National Guard,xj60,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_North_Carolina
North Carolina,,3/21/2020,Governor Roy Cooper has waived restrictions to increase access to caregivers to provide flexible child care and elder care during the coronavirus emergency. The Order provides flexibility to local health departments working to adapt to the increased need for their resources.,government,other,Caregivers,xj60,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_North_Carolina
North Carolina,,3/21/2020,Hospitals in the state begin restricting the visitors to the hospital.,other,other,hospital restriiction,dm33,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_North_Carolina
North Carolina,Mecklenburg,3/22/2020,Mecklenburg County announced that they will cover one week cost of people staying in hotels and motels to keep the tenants from being evicted.,other,other,Cover housing expenses,xj60,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_North_Carolina
North Carolina,Charlotte,3/22/2020,"Gyms, hair and nail salons, theaters shuttered in Charlotte",government,non-essential closing,,BR30,https://www.northcarolinahealthnews.org/2020/03/20/coronavirus-today-friday-march-20-call-for-medical-professionals-testing-ramps-up-closures-and-postponements/
North Carolina,,3/23/2020,Governor Roy Cooper closed all K-12 public school statewide through May 15,government,school closing,,xj60,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_North_Carolina
